NN CREATED N.2
NEURONS1 = 2 		 NEURONS1 = 6 		 ACCURACY_1 = 0.903437 	 ACCURACY_2 = 0.662188 	 ACCURACY_3 = 0.894737 	 ACCURACY_OVERALL = 0.835874
NEURONS1 = 17 		 NEURONS1 = 3 		 ACCURACY_1 = 0.891980 	 ACCURACY_2 = 0.714012 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.862297
NEURONS1 = 18 		 NEURONS1 = 17 		 ACCURACY_1 = 0.907856 	 ACCURACY_2 = 0.688484 	 ACCURACY_3 = 0.927512 	 ACCURACY_OVERALL = 0.858130
NEURONS1 = 19 		 NEURONS1 = 4 		 ACCURACY_1 = 0.914894 	 ACCURACY_2 = 0.675624 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.859756
NEURONS1 = 20 		 NEURONS1 = 7 		 ACCURACY_1 = 0.901637 	 ACCURACY_2 = 0.713244 	 ACCURACY_3 = 0.918900 	 ACCURACY_OVERALL = 0.859096
NEURONS1 = 21 		 NEURONS1 = 3 		 ACCURACY_1 = 0.932897 	 ACCURACY_2 = 0.606526 	 ACCURACY_3 = 0.956938 	 ACCURACY_OVERALL = 0.856707
NEURONS1 = 22 		 NEURONS1 = 3 		 ACCURACY_1 = 0.882488 	 ACCURACY_2 = 0.727831 	 ACCURACY_3 = 0.928349 	 ACCURACY_OVERALL = 0.861026
NEURONS1 = 23 		 NEURONS1 = 3 		 ACCURACY_1 = 0.923077 	 ACCURACY_2 = 0.637236 	 ACCURACY_3 = 0.944976 	 ACCURACY_OVERALL = 0.856707
NEURONS1 = 24 		 NEURONS1 = 18 		 ACCURACY_1 = 0.888871 	 ACCURACY_2 = 0.747025 	 ACCURACY_3 = 0.930024 	 ACCURACY_OVERALL = 0.868801
NEURONS1 = 25 		 NEURONS1 = 5 		 ACCURACY_1 = 0.891326 	 ACCURACY_2 = 0.714587 	 ACCURACY_3 = 0.926555 	 ACCURACY_OVERALL = 0.859502
NEURONS1 = 26 		 NEURONS1 = 15 		 ACCURACY_1 = 0.895908 	 ACCURACY_2 = 0.697697 	 ACCURACY_3 = 0.933254 	 ACCURACY_OVERALL = 0.859299
NEURONS1 = 27 		 NEURONS1 = 16 		 ACCURACY_1 = 0.923077 	 ACCURACY_2 = 0.671785 	 ACCURACY_3 = 0.911483 	 ACCURACY_OVERALL = 0.851626
NEURONS1 = 28 		 NEURONS1 = 9 		 ACCURACY_1 = 0.880524 	 ACCURACY_2 = 0.740883 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.865854
NEURONS1 = 29 		 NEURONS1 = 4 		 ACCURACY_1 = 0.901800 	 ACCURACY_2 = 0.725528 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.868394
NEURONS1 = 30 		 NEURONS1 = 10 		 ACCURACY_1 = 0.898527 	 ACCURACY_2 = 0.690979 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.858232
NEURONS1 = 31 		 NEURONS1 = 6 		 ACCURACY_1 = 0.900164 	 ACCURACY_2 = 0.675624 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.854675
NEURONS1 = 32 		 NEURONS1 = 10 		 ACCURACY_1 = 0.890344 	 ACCURACY_2 = 0.690979 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.855691
NEURONS1 = 33 		 NEURONS1 = 6 		 ACCURACY_1 = 0.890671 	 ACCURACY_2 = 0.745873 	 ACCURACY_3 = 0.918900 	 ACCURACY_OVERALL = 0.864329
NEURONS1 = 34 		 NEURONS1 = 15 		 ACCURACY_1 = 0.909984 	 ACCURACY_2 = 0.673704 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.857215
NEURONS1 = 35 		 NEURONS1 = 14 		 ACCURACY_1 = 0.911620 	 ACCURACY_2 = 0.725528 	 ACCURACY_3 = 0.913876 	 ACCURACY_OVERALL = 0.863313
NEURONS1 = 36 		 NEURONS1 = 9 		 ACCURACY_1 = 0.895908 	 ACCURACY_2 = 0.705374 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.861738
NEURONS1 = 37 		 NEURONS1 = 5 		 ACCURACY_1 = 0.884943 	 ACCURACY_2 = 0.726871 	 ACCURACY_3 = 0.933732 	 ACCURACY_OVERALL = 0.863821
NEURONS1 = 38 		 NEURONS1 = 11 		 ACCURACY_1 = 0.914730 	 ACCURACY_2 = 0.698273 	 ACCURACY_3 = 0.921770 	 ACCURACY_OVERALL = 0.860417
NEURONS1 = 39 		 NEURONS1 = 7 		 ACCURACY_1 = 0.897709 	 ACCURACY_2 = 0.681574 	 ACCURACY_3 = 0.931699 	 ACCURACY_OVERALL = 0.854929
NEURONS1 = 40 		 NEURONS1 = 15 		 ACCURACY_1 = 0.876596 	 ACCURACY_2 = 0.702303 	 ACCURACY_3 = 0.930502 	 ACCURACY_OVERALL = 0.853354
NEURONS1 = 41 		 NEURONS1 = 14 		 ACCURACY_1 = 0.897218 	 ACCURACY_2 = 0.733205 	 ACCURACY_3 = 0.934928 	 ACCURACY_OVERALL = 0.869817
NEURONS1 = 42 		 NEURONS1 = 8 		 ACCURACY_1 = 0.911620 	 ACCURACY_2 = 0.696737 	 ACCURACY_3 = 0.935407 	 ACCURACY_OVERALL = 0.864837
NEURONS1 = 43 		 NEURONS1 = 19 		 ACCURACY_1 = 0.897872 	 ACCURACY_2 = 0.708061 	 ACCURACY_3 = 0.934330 	 ACCURACY_OVERALL = 0.863110
NEURONS1 = 44 		 NEURONS1 = 1 		 ACCURACY_1 = 0.939116 	 ACCURACY_2 = 0.627639 	 ACCURACY_3 = 0.956100 	 ACCURACY_OVERALL = 0.863872
NEURONS1 = 45 		 NEURONS1 = 7 		 ACCURACY_1 = 0.927987 	 ACCURACY_2 = 0.685221 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.865854
NEURONS1 = 46 		 NEURONS1 = 9 		 ACCURACY_1 = 0.880524 	 ACCURACY_2 = 0.744722 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.867378
NEURONS1 = 47 		 NEURONS1 = 7 		 ACCURACY_1 = 0.874959 	 ACCURACY_2 = 0.757965 	 ACCURACY_3 = 0.932416 	 ACCURACY_OVERALL = 0.868394
NEURONS1 = 48 		 NEURONS1 = 9 		 ACCURACY_1 = 0.896890 	 ACCURACY_2 = 0.714012 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.864329
NEURONS1 = 49 		 NEURONS1 = 6 		 ACCURACY_1 = 0.877250 	 ACCURACY_2 = 0.748369 	 ACCURACY_3 = 0.921770 	 ACCURACY_OVERALL = 0.862043
NEURONS1 = 50 		 NEURONS1 = 9 		 ACCURACY_1 = 0.909165 	 ACCURACY_2 = 0.723608 	 ACCURACY_3 = 0.909689 	 ACCURACY_OVERALL = 0.860264
NEURONS1 = 51 		 NEURONS1 = 7 		 ACCURACY_1 = 0.914894 	 ACCURACY_2 = 0.715931 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.869919
NEURONS1 = 52 		 NEURONS1 = 10 		 ACCURACY_1 = 0.882160 	 ACCURACY_2 = 0.775432 	 ACCURACY_3 = 0.909091 	 ACCURACY_OVERALL = 0.865346
NEURONS1 = 53 		 NEURONS1 = 7 		 ACCURACY_1 = 0.874959 	 ACCURACY_2 = 0.744914 	 ACCURACY_3 = 0.930144 	 ACCURACY_OVERALL = 0.863974
NEURONS1 = 54 		 NEURONS1 = 13 		 ACCURACY_1 = 0.875614 	 ACCURACY_2 = 0.735125 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.862805
NEURONS1 = 55 		 NEURONS1 = 19 		 ACCURACY_1 = 0.880360 	 ACCURACY_2 = 0.735893 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.864482
NEURONS1 = 56 		 NEURONS1 = 15 		 ACCURACY_1 = 0.900164 	 ACCURACY_2 = 0.708253 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.863821
NEURONS1 = 57 		 NEURONS1 = 3 		 ACCURACY_1 = 0.885434 	 ACCURACY_2 = 0.727447 	 ACCURACY_3 = 0.931818 	 ACCURACY_OVERALL = 0.863313
NEURONS1 = 58 		 NEURONS1 = 3 		 ACCURACY_1 = 0.906383 	 ACCURACY_2 = 0.731286 	 ACCURACY_3 = 0.930024 	 ACCURACY_OVERALL = 0.870071
NEURONS1 = 59 		 NEURONS1 = 4 		 ACCURACY_1 = 0.929787 	 ACCURACY_2 = 0.644338 	 ACCURACY_3 = 0.935526 	 ACCURACY_OVERALL = 0.856657
NEURONS1 = 60 		 NEURONS1 = 17 		 ACCURACY_1 = 0.885106 	 ACCURACY_2 = 0.745298 	 ACCURACY_3 = 0.932895 	 ACCURACY_OVERALL = 0.868394
NEURONS1 = 61 		 NEURONS1 = 5 		 ACCURACY_1 = 0.869067 	 ACCURACY_2 = 0.761996 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.867886
NEURONS1 = 62 		 NEURONS1 = 17 		 ACCURACY_1 = 0.914894 	 ACCURACY_2 = 0.673704 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.858740
NEURONS1 = 63 		 NEURONS1 = 4 		 ACCURACY_1 = 0.928642 	 ACCURACY_2 = 0.677543 	 ACCURACY_3 = 0.931100 	 ACCURACY_OVERALL = 0.863211
NEURONS1 = 64 		 NEURONS1 = 16 		 ACCURACY_1 = 0.898527 	 ACCURACY_2 = 0.702495 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.861789
NEURONS1 = 65 		 NEURONS1 = 4 		 ACCURACY_1 = 0.924714 	 ACCURACY_2 = 0.656430 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.857215
NEURONS1 = 66 		 NEURONS1 = 9 		 ACCURACY_1 = 0.896236 	 ACCURACY_2 = 0.734933 	 ACCURACY_3 = 0.902632 	 ACCURACY_OVERALL = 0.856250
NEURONS1 = 67 		 NEURONS1 = 3 		 ACCURACY_1 = 0.937807 	 ACCURACY_2 = 0.689060 	 ACCURACY_3 = 0.886364 	 ACCURACY_OVERALL = 0.850102
NEURONS1 = 68 		 NEURONS1 = 4 		 ACCURACY_1 = 0.907692 	 ACCURACY_2 = 0.682342 	 ACCURACY_3 = 0.950000 	 ACCURACY_OVERALL = 0.866006
NEURONS1 = 69 		 NEURONS1 = 16 		 ACCURACY_1 = 0.870704 	 ACCURACY_2 = 0.748560 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.864837
NEURONS1 = 70 		 NEURONS1 = 20 		 ACCURACY_1 = 0.936170 	 ACCURACY_2 = 0.654511 	 ACCURACY_3 = 0.919856 	 ACCURACY_OVERALL = 0.854675
NEURONS1 = 71 		 NEURONS1 = 4 		 ACCURACY_1 = 0.906710 	 ACCURACY_2 = 0.687140 	 ACCURACY_3 = 0.943780 	 ACCURACY_OVERALL = 0.864329
NEURONS1 = 72 		 NEURONS1 = 5 		 ACCURACY_1 = 0.913257 	 ACCURACY_2 = 0.669866 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.857215
NEURONS1 = 73 		 NEURONS1 = 14 		 ACCURACY_1 = 0.905074 	 ACCURACY_2 = 0.690979 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.860264
NEURONS1 = 74 		 NEURONS1 = 6 		 ACCURACY_1 = 0.878887 	 ACCURACY_2 = 0.740883 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.865346
NEURONS1 = 75 		 NEURONS1 = 10 		 ACCURACY_1 = 0.870213 	 ACCURACY_2 = 0.749520 	 ACCURACY_3 = 0.934091 	 ACCURACY_OVERALL = 0.865396
NEURONS1 = 76 		 NEURONS1 = 17 		 ACCURACY_1 = 0.870704 	 ACCURACY_2 = 0.744722 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.863821
NEURONS1 = 77 		 NEURONS1 = 17 		 ACCURACY_1 = 0.902291 	 ACCURACY_2 = 0.712668 	 ACCURACY_3 = 0.936842 	 ACCURACY_OVERALL = 0.866768
NEURONS1 = 78 		 NEURONS1 = 6 		 ACCURACY_1 = 0.903437 	 ACCURACY_2 = 0.742802 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.873984
NEURONS1 = 79 		 NEURONS1 = 5 		 ACCURACY_1 = 0.896890 	 ACCURACY_2 = 0.737044 	 ACCURACY_3 = 0.935407 	 ACCURACY_OVERALL = 0.870935
NEURONS1 = 80 		 NEURONS1 = 9 		 ACCURACY_1 = 0.889034 	 ACCURACY_2 = 0.695393 	 ACCURACY_3 = 0.929904 	 ACCURACY_OVERALL = 0.855132
NEURONS1 = 81 		 NEURONS1 = 20 		 ACCURACY_1 = 0.887889 	 ACCURACY_2 = 0.720345 	 ACCURACY_3 = 0.931699 	 ACCURACY_OVERALL = 0.862144
NEURONS1 = 82 		 NEURONS1 = 3 		 ACCURACY_1 = 0.891980 	 ACCURACY_2 = 0.704415 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.859756
NEURONS1 = 83 		 NEURONS1 = 17 		 ACCURACY_1 = 0.903437 	 ACCURACY_2 = 0.700576 	 ACCURACY_3 = 0.918660 	 ACCURACY_OVERALL = 0.856199
NEURONS1 = 84 		 NEURONS1 = 5 		 ACCURACY_1 = 0.887070 	 ACCURACY_2 = 0.717850 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.861789
NEURONS1 = 85 		 NEURONS1 = 15 		 ACCURACY_1 = 0.931260 	 ACCURACY_2 = 0.627639 	 ACCURACY_3 = 0.918660 	 ACCURACY_OVERALL = 0.845528
NEURONS1 = 86 		 NEURONS1 = 3 		 ACCURACY_1 = 0.852700 	 ACCURACY_2 = 0.788868 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.869919
NEURONS1 = 87 		 NEURONS1 = 3 		 ACCURACY_1 = 0.935516 	 ACCURACY_2 = 0.686756 	 ACCURACY_3 = 0.924043 	 ACCURACY_OVERALL = 0.864787
NEURONS1 = 88 		 NEURONS1 = 19 		 ACCURACY_1 = 0.873977 	 ACCURACY_2 = 0.754319 	 ACCURACY_3 = 0.935407 	 ACCURACY_OVERALL = 0.868394
NEURONS1 = 89 		 NEURONS1 = 3 		 ACCURACY_1 = 0.927496 	 ACCURACY_2 = 0.666219 	 ACCURACY_3 = 0.914234 	 ACCURACY_OVERALL = 0.852693
NEURONS1 = 90 		 NEURONS1 = 16 		 ACCURACY_1 = 0.887070 	 ACCURACY_2 = 0.723608 	 ACCURACY_3 = 0.925837 	 ACCURACY_OVERALL = 0.860264
NEURONS1 = 91 		 NEURONS1 = 13 		 ACCURACY_1 = 0.909984 	 ACCURACY_2 = 0.669866 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.856199
NEURONS1 = 92 		 NEURONS1 = 10 		 ACCURACY_1 = 0.872340 	 ACCURACY_2 = 0.758157 	 ACCURACY_3 = 0.935407 	 ACCURACY_OVERALL = 0.868902
NEURONS1 = 93 		 NEURONS1 = 4 		 ACCURACY_1 = 0.866939 	 ACCURACY_2 = 0.760653 	 ACCURACY_3 = 0.936722 	 ACCURACY_OVERALL = 0.868445
NEURONS1 = 94 		 NEURONS1 = 5 		 ACCURACY_1 = 0.891980 	 ACCURACY_2 = 0.748560 	 ACCURACY_3 = 0.935407 	 ACCURACY_OVERALL = 0.872459
NEURONS1 = 95 		 NEURONS1 = 2 		 ACCURACY_1 = 0.906710 	 ACCURACY_2 = 0.702495 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.863821
NEURONS1 = 96 		 NEURONS1 = 19 		 ACCURACY_1 = 0.880196 	 ACCURACY_2 = 0.756430 	 ACCURACY_3 = 0.929306 	 ACCURACY_OVERALL = 0.868293
NEURONS1 = 97 		 NEURONS1 = 5 		 ACCURACY_1 = 0.906710 	 ACCURACY_2 = 0.738964 	 ACCURACY_3 = 0.904306 	 ACCURACY_OVERALL = 0.861280
NEURONS1 = 98 		 NEURONS1 = 2 		 ACCURACY_1 = 0.880196 	 ACCURACY_2 = 0.723992 	 ACCURACY_3 = 0.933014 	 ACCURACY_OVERALL = 0.861280
NEURONS1 = 99 		 NEURONS1 = 5 		 ACCURACY_1 = 0.895745 	 ACCURACY_2 = 0.732630 	 ACCURACY_3 = 0.934211 	 ACCURACY_OVERALL = 0.868902
NEURONS1 = 100 		 NEURONS1 = 8 		 ACCURACY_1 = 0.881997 	 ACCURACY_2 = 0.749328 	 ACCURACY_3 = 0.934689 	 ACCURACY_OVERALL = 0.869258
ROC ANALYSIS SOLUTION:		 NEURONS_1 = 93 		 NEURONS_2 = 4 		 ACCURACY = 0.868445
